imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,budget,gross 
8,64,113,58,9,387,13261,9913,4000000,146402
7,215,98,53,65,1038,13261,34263,650000,18469
6,5,23,840,218,915,325,7673,39752620,48468407
6,12,92,19,599,20135,161,1686,4000000,12836
6,70,106,19,9,629,278,1738,4000000,20262
6,46,119,8,2000,10984,798,3297,4000000,48468407
6,135,99,7,641,2631,13261,22220,4000000,48468407
6,38,90,165,150,1298,688,5137,39752620,48468407
8,8,120,840,22,183,282,2488,4000000,48468407
8,34,168,840,69,1541,13261,6303,4000000,48468407
5,36,93,55,5,242,657,2086,4000000,4063
8,35,96,177,4,457,279,3753,3950000,48468407
7,6,103,840,183,1585,296,2727,4000000,48468407
5,39,93,21,359,2651,13261,4146,4000000,48468407
7,182,84,18,35,644,13261,27781,39752620,48468407
4,14,81,548,104,609,531,1561,4000000,48468407
6,3,84,4,271,1932,170,1929,4000000,48468407
5,3,94,103,111,1150,365,724,4000000,48468407
6,1,141,335,635,13391,13261,67,100000000,48468407
8,62,120,160,94,1238,2000,23713,2000000,48468407
8,161,121,840,682,5987,17000,103493,3800000,48468407
8,157,226,149,248,1862,16000,215340,3977000,198655278
6,31,104,10,196,1281,13261,1177,4000000,143653
7,53,152,541,288,2888,251,5294,3800000,14873
7,1,92,2,601,3229,237,257,39752620,48468407
7,21,107,24,83,731,456,3167,3768785,8000000
7,246,97,69,106,1269,17000,55982,39752620,304137
8,42,115,6,24,222,385,2650,8000000,48468407
7,78,95,89,388,2658,13261,31836,3500000,37606
7,41,102,136,48,282,359,3258,3700000,2956000
7,61,99,29,64,298,13261,3579,3800000,19959
7,112,109,13,480,5977,13261,17770,2000000,2706659
7,349,113,174,767,17151,29000,210548,30000000,61094903
8,55,25,840,395,2195,13261,36265,39752620,48468407
8,88,113,154,77,465,13261,76616,3600000,48468407
7,122,91,11,121,2323,13261,82232,3500000,45857453
8,134,88,104,318,2726,16000,160281,3500000,83400000
4,11,88,2,6,2886,358,801,5000000,48468407
7,20,97,473,624,3455,8000,74626,3500000,27900000
8,28,97,117,556,3036,13261,39508,3500000,27900000
8,22,42,840,496,4337,14000,27418,39752620,48468407
6,95,85,10,178,3617,1000,15956,3500000,14000000
7,31,121,541,242,1970,357,6350,3716946,48468407
8,79,134,174,188,970,13261,19026,3500000,48468407
8,25,149,160,75,646,930,7071,3500000,48468407
7,22,121,22,367,2402,470,5941,3500000,48468407
8,110,116,13000,118,771,13261,30982,2000000,48468407
7,425,92,22,159,1122,43000,66483,3500000,25138292
4,19,93,840,78,987,280,1721,3500000,10305534
6,43,96,840,111,995,453,13949,3500000,9449219
8,127,105,386,248,4238,13261,24977,3500000,6390032
8,262,129,195,50,1044,33000,131831,2000000,20167424
7,184,87,840,83,1592,3000,49672,3500000,48468407
5,33,94,47,108,836,804,4790,39752620,48468407
8,252,37,840,199,1347,13261,113451,3600000,5923044
5,31,81,840,542,2238,13261,11399,3000000,3293258
3,139,97,48,689,3075,93000,34532,1000000,48468407
7,39,106,22,10,222,140,1024,3500000,886410
7,337,103,12,4,44,38000,54104,19900000,252652
7,30,101,840,681,3574,360,1950,3500000,220234
6,265,102,82,536,2486,15000,104072,68000000,34350553
6,50,98,9,405,20009,414,7228,3500000,101228
5,50,91,23,660,6380,1000,12188,3500000,96793
5,9,105,28,131,1043,13261,342,3500000,123777
6,15,98,840,31,668,127,1634,3500000,48468407
6,5,104,6,467,2406,18,372,1000000,48468407
7,1,45,840,119,1393,405,653,39752620,48468407
5,4,96,840,460,2307,211,961,3500000,48468407
8,44,148,41,739,5526,5000,30434,3500000,48468407
7,6,100,117,656,24,121,75,3500000,29233
3,17,86,892,50,854,721,1285,3500000,48468407
5,7,92,14,597,3854,482,1928,3500000,48468407
5,9,88,19,322,2497,570,455,3500000,48468407
3,3,90,840,37,1183,606,610,3440000,48468407
7,55,94,840,605,2861,13261,15115,3400000,48468407
8,169,80,10,34,11218,13261,45984,8000000,77413017
7,290,107,78,969,22834,21000,92599,3500000,5354039
6,10,99,840,43,320,224,1262,39752620,48468407
7,159,92,840,539,3608,13261,28573,3000000,2926565
9,535,107,141,535,26495,129000,399138,3300000,13092000
9,214,135,353,40,1211,28000,533200,3300000,7563397
7,47,99,8,78,1430,13261,19194,2200000,104257
7,17,102,19,80,1011,13261,2116,3400000,48468407
7,85,93,22,303,11860,799,12304,39752620,17311
8,349,115,346,26,216,60000,170155,3800000,610968
8,109,94,84,378,2076,18000,104908,4000000,48468407
7,60,91,38,377,2747,13261,9607,3300000,8108247
7,101,98,73,129,1105,934,6549,4300000,48468407
5,1,97,246,491,3717,13261,557,3300000,48468407
6,16,92,4,405,2020,100,704,2000000,7680
8,212,128,39,656,17,13261,29248,39752620,3766595
8,215,136,2000,449,2997,13000,140527,2300000,48468407
8,107,113,673,332,2693,13261,53741,3200000,48468407
7,122,99,6,194,1936,13261,29239,39752620,2277396
8,155,101,13,6,308,13261,30474,3000000,6517198
7,261,105,101,157,2016,15000,73349,3200000,5776314
6,130,95,38,898,170118,13261,25542,3200000,48468407
8,94,109,644,559,3468,13261,90177,3000000,141600000
8,164,110,82,177,1198,13261,139432,3000000,51100000
6,188,108,43,463,1962,13261,9356,3200000,48468407
9,206,118,964,248,1844,41000,275720,3180000,48468407
8,134,94,840,557,3559,21000,469561,3500000,16501785
7,53,115,840,360,1964,290,4687,3000000,38168022
6,264,98,21,189,1081,14000,82133,3000000,84749884
7,94,91,52,482,1965,13261,21245,3000000,24788807
8,215,120,909,184,1779,4000,123090,4000000,21244913
7,85,109,611,4,900,13261,2789,39752620,377420
5,138,87,28,217,1472,13261,43485,2200000,30000000
7,55,117,133,249,1665,13261,29610,3000000,20966644
6,361,85,65,535,3708,31000,139329,3000000,64423650
7,411,110,301,412,2239,58000,155153,3000000,48056940
5,24,113,9,12,159,63,1466,3000000,19184015
8,70,108,174,110,649,13261,33741,3000000,48468407
6,78,95,57,158,1186,13261,32378,3000000,48468407
5,35,98,188,693,4277,902,12942,3000000,24629916
6,39,93,8,49,373,38,9066,16000000,48468407
6,158,86,41,155,1862,13261,25332,3000000,19472057
8,122,161,767,87,1035,13261,149444,3000000,27200000
5,16,100,32,175,1441,710,2580,3000000,15369573
7,67,120,13000,416,2811,609,15293,4490375,48468407
8,183,125,840,180,1328,13261,109335,3000000,48468407
4,112,91,18,307,2899,949,19331,2500000,15935068
7,64,128,13000,14,70,933,18656,6000000,48468407
7,114,100,1000,220,2165,635,7721,3000000,11694528
7,246,84,85,748,14696,13261,27650,39752620,229094
7,7,97,78,77,1163,889,1361,3000000,48468407
6,49,84,23,706,4815,545,8265,3000000,10017041
8,42,146,174,125,1444,808,7998,3000000,48468407
8,73,186,176,760,3847,13261,44457,3000000,48468407
5,16,94,9,200,1936,143,1004,39752620,9016377
8,38,11,840,656,11,1000,32923,39752620,48468407
8,91,126,393,281,2269,13261,21316,3000000,48468407
3,37,99,18,233,2321,837,8279,3000000,7059537
8,405,109,840,48,328,62000,95362,3000000,8114507
3,29,95,4,152,1389,491,8465,3000000,7888703
7,81,97,152,135,1395,812,9502,3000000,7282851
7,17,94,78,469,3049,187,806,39752620,6879730
7,75,90,15,453,2510,595,6000,3000000,5844929
7,140,197,840,110,1400,367,299,15000000,48468407
8,91,117,375,31,1394,13261,12560,39752620,3222857
7,82,96,70,163,1616,1000,14548,1900000,4170647
4,48,82,840,51,858,131,3665,3000000,4142507
6,33,109,300,200,1292,13261,8239,3000000,4109095
7,133,90,132,547,3692,13261,9808,39752620,4033268
8,104,89,21,124,1011,13261,128334,3000000,48468407
5,22,98,16,222,1806,217,3943,3000000,3902679
5,30,95,45,267,1363,417,8005,3000000,3559990
8,112,94,840,180,1618,13261,37594,3000000,48468407
7,79,104,11,194,12250,430,8603,4500000,3287435
5,49,87,18,844,9555,13261,18711,3500000,3071947
7,42,108,232,353,11459,13261,15885,3300000,2961991
7,345,86,387,270,2260,11000,43982,39752620,4063238
7,152,94,151,29,278,13261,25063,3000000,2912363
8,148,134,377,812,36859,13261,55329,3000000,3000000
7,23,89,269,24,539,26,761,3000000,2223990
5,254,102,840,387,43810,20000,31089,3000000,1821983
8,305,120,840,38,852,43000,356181,3000000,2181290
6,19,110,13,221,1567,13261,3942,3500000,2848578
6,272,86,59,104,1249,37000,37495,3000000,703002
5,5,101,840,165,1335,174,368,3000000,3105269
7,65,102,9,221,1663,13261,22246,3000000,48468407
7,5,87,84,331,2715,76,1289,3000000,252726
7,248,123,121,168,13636,13261,47385,39752620,373060
6,152,99,89,322,2452,13261,7625,39752620,1007535
5,10,173,840,476,3149,518,2011,39752620,48468407
5,156,87,21,416,8353,13261,37156,3000000,418268
8,7,44,840,246,1551,3000,2948,39752620,48468407
5,1,120,40,249,2330,47,758,39752620,48468407
5,82,93,78,197,1467,13261,7988,3000000,200803
6,175,111,81,81,3784,13261,48562,25000000,33631221
8,4,60,840,23,158,450,437,39752620,48468407
7,40,98,7,17,362,442,11074,2700000,95016
6,8,100,27,847,4374,348,266,3000000,73678
4,63,88,26,236,1495,13261,4122,5000000,143000
7,20,97,700,56,1030,117,1238,3000000,39852
6,174,122,87,605,4920,13261,30511,3000000,22000
6,90,86,840,77,975,580,2437,39752620,128937
5,58,83,8,617,4756,13261,7358,3000000,48468407
3,14,80,840,19,313,48,1257,3000000,48468407
7,451,108,13000,11000,79957,24000,306336,200000000,334185206
6,140,90,66,452,3882,54,62,3000000,48468407
6,21,96,15,357,1929,448,2280,3000000,5005
6,9,85,74,47,844,433,1370,3000000,48468407
6,98,83,136,975,7191,13261,16987,39752620,48468407
3,29,80,19,73,845,2000,2978,3000000,48468407
6,23,90,2000,454,3666,6000,13599,3000000,48468407
7,87,92,128,480,2715,3000,13640,3000000,48468407
5,2,100,3,382,2890,32,118,3000000,48468407
5,17,88,8,471,4469,406,704,800000,48468407
5,7,95,39,375,3024,395,976,3000000,48468407
4,6,82,9,648,4092,398,520,3000000,48468407
6,9,97,96,37,277,37,240,3000000,48468407
7,343,105,840,502,4671,56000,103749,95000000,201148159
6,11,94,840,356,1989,229,706,3000000,48468407
6,34,95,7,463,3648,480,3443,39752620,48468407
8,71,113,179,11,167,13261,28951,2900000,5595428
7,21,136,964,248,2167,612,4313,2900000,48468407
5,28,80,81,214,1517,968,2425,3000000,48468407
7,35,105,39,183,1231,88,746,1500000,3123749
4,30,90,35,21,423,421,2157,3000000,48468407
6,73,93,4,394,2305,13261,5695,3000000,100675
8,154,107,503,108,673,7000,80961,2800000,48468407
7,251,89,192,142,923,13261,55040,2200000,3645438
6,57,90,18,39,362,13261,4173,39752620,48468407
4,14,89,6,29,964,369,859,3000000,48468407
7,159,116,153,165,727,13261,33567,8000000,22201636
8,181,120,840,102,527,10000,175196,2883848,25000000
5,110,88,152,181,1855,13261,21359,2800000,19170001
8,213,102,149,357,2509,14000,291875,2800000,22202612
8,129,106,840,481,2703,14000,112671,2800000,86300000
6,280,95,840,192,1797,13261,40800,2000000,952620
8,15,144,124,327,1761,349,27569,120000000,48468407
7,61,113,9,42,787,381,5744,2700000,9054736
7,33,118,19,48,681,13261,8856,2700000,48468407
7,1,141,2,32,434,50,745,3000000,48468407
6,2,90,840,13,197,77,1828,39752620,48468407
7,27,109,673,359,1949,573,5786,2686585,48468407
7,19,95,53,2,25,121,1470,2650000,48468407
7,9,122,149,315,2555,116,1553,2627000,48468407
8,121,93,840,628,4701,12000,95294,2600000,119500000
6,166,97,17,74,467,13261,29488,1800000,32600000
7,269,82,84,46,205,17000,34643,39752620,3826455
8,29,140,133,239,1269,963,10755,2600000,3130592
6,20,86,3,327,2753,323,6930,2800000,475000
5,107,109,7,1000,52621,1000,45500,34000000,10654581
8,74,105,147,28,179,13261,3849,39752620,2276368
7,173,66,76,36,239,13261,40878,2600000,38108
7,5,99,840,4,19,30,1418,15000000,48468407
5,66,100,6,209,1082,254,5012,2600000,48468407
8,169,103,134,390,2510,13261,150020,2540800,48468407
8,13,97,65,656,67,10000,6429,2500000,48468407
5,129,86,89,555,3421,13261,34620,2500000,40041683
5,30,87,67,67,1111,13261,9010,2500000,33349949
5,220,119,840,593,3226,3000,36372,15000000,33386128
7,75,149,15000,982,28713,13261,50311,26000000,25809813
5,162,98,24,67,684,13261,28589,2500000,14400000
6,74,98,11,450,2373,819,23546,2500000,48468407
8,65,112,58,124,1141,1000,15277,2500000,48468407
7,26,75,15,36,1385,13261,6062,2500000,32230907
7,63,104,835,535,19923,13261,36996,2500000,6401336
8,205,102,840,294,1655,13261,187595,2500000,26781723
8,121,105,840,4,36,22000,183288,2500000,5400000
7,9,99,840,6,79,39,1003,3200000,48468407
7,74,107,7,442,2125,500,6221,2500000,1282084
8,54,96,13,209,1396,774,7776,39752620,1186323
7,80,101,34,40,150,430,2560,39752620,1094998
7,252,89,14,215,1980,13000,52509,2500000,3325638
8,72,106,148,471,2972,13261,21202,2000000,395592
7,220,95,53,478,10040,10000,105591,2500000,6851969
7,1,34,19,362,1967,16,97,34000,333658
8,197,101,119,656,338,24000,52286,2500000,12995673
8,14,112,9,125,1252,588,578,2500000,173783
7,3,100,10,107,1064,144,91,2500000,118666
7,191,92,43,936,4730,13261,185345,20000000,114324072
6,18,100,840,249,1491,140,806,2500000,71904
7,28,80,840,5,210,13261,1138,2500000,99851
6,22,106,8,315,1739,13261,4820,14000000,115504
6,62,103,24,10,163,560,10220,8400000,5725
6,47,90,8,35,862,13261,5699,2500000,75727
7,238,96,571,370,4590,19000,61787,2500000,322157
6,2,89,20,555,2579,190,858,2500000,48468407
5,95,87,2,577,3157,13261,3119,2500000,48468407
6,10,94,840,442,2406,89,63,3500000,48468407
7,28,120,840,702,5963,352,4100,2400000,5731103
5,25,101,9,201,2306,250,4057,2400000,978908
7,121,84,406,233,1490,79000,108052,39752620,438653
5,10,110,840,109,881,13261,1510,2500000,48468407
8,172,101,222,698,3282,11000,99177,1500000,327919
3,20,101,15,663,3132,13261,2753,2500000,48468407
7,8,101,24,226,1627,144,1079,2361000,48468407
4,8,105,29,76,1668,566,1015,2450000,178739
7,15,97,23,326,2580,500,2189,39752620,565592
7,14,108,24,244,2329,438,3538,2295429,48468407
6,12,95,535,608,3586,279,440,39752620,27012
6,48,108,14,826,4385,13261,6025,39752620,48468407
7,17,90,115,385,12359,13261,19650,2300000,48468407
8,99,120,11,656,16,3000,71321,2280000,76400000
8,138,104,607,109,1196,13261,82476,1800000,48468407
7,140,90,37,656,210,224,44,2500000,48468407
6,235,91,49,20,174,13261,31952,4000000,36200000
5,160,92,13,17,170,1000,22521,2200000,21300000
6,18,117,84,275,2161,285,1573,2200000,379643
6,11,120,16,835,6752,13000,4977,2300000,12985267
4,11,90,840,306,1651,77,1118,2200000,48468407
8,7,119,10,275,1490,68,1314,2160000,48468407
5,5,90,840,708,3799,452,1351,39752620,48468407
6,10,90,11,18,244,172,480,1200000,48468407
5,5,97,5,782,6085,107,485,2400000,48468407
6,95,90,10,42,558,870,5187,2500000,48468407
8,97,172,355,188,1941,13261,40359,2100000,23650000
7,76,115,184,551,3293,13261,29424,39752620,510092
8,67,89,16,14,155,13261,12244,15500000,313436
7,4,125,7,17,214,305,22,2100000,3330
8,252,78,57,7,145,15000,131462,1500000,48468407
6,140,89,15,650,3873,162,544,2100000,48468407
7,1,100,840,338,1814,14,6,2100000,48468407
5,33,77,840,260,2044,275,1355,39752620,48468407
6,19,81,7,106,1020,380,1274,2100000,48468407
8,167,115,92,177,1456,13261,89403,2000000,24800000
5,49,96,6,14,99,321,4663,2300000,792966
7,1,60,840,213,1736,763,2258,39752620,48468407
7,66,89,11000,45,11192,13261,33335,2000000,48468407
7,533,100,421,159,1062,45000,112899,2000000,14673301
7,50,88,11000,258,12034,13261,31077,2000000,48468407
8,127,129,89,161,3833,15000,215086,2000000,48468407
8,177,87,750,41,1396,13261,133966,2000000,9003011
8,77,102,32,75,768,13261,34520,2000000,11546543
8,103,152,840,177,1404,13261,67825,2000000,48468407
8,123,118,108,103,563,13261,77551,2000000,11533945
5,218,86,9,32,218,13261,18566,2000000,12555230
9,215,137,207,155,927,39000,259379,2000000,11284657
7,34,129,589,341,2300,10000,15401,2000000,34522221
8,100,134,31,366,2290,13261,62860,2000000,48468407
7,12,119,6,380,2555,236,2269,1614000,48468407
8,167,80,162,656,29,13261,42462,9500000,7002255
7,56,89,149,580,3163,13261,8224,2000000,6719300
8,180,101,30,92,14412,13261,41999,39752620,6003587
8,211,80,840,3,65,13000,168398,2700000,5792822
8,157,115,840,35,318,11000,173551,2000000,5383834
7,126,100,308,374,2186,13261,68222,1500000,4599680
7,61,118,603,167,1846,13261,10791,2000000,48468407
7,365,100,81,179,34446,20000,111658,2000000,6531491
8,121,106,162,3,29,13261,26926,39752620,4581222
7,10,106,85,300,1833,60,1381,2000000,48468407
7,151,91,244,244,1349,13261,31130,2000000,3885134
8,171,105,117,18,13145,63000,55382,39752620,4311834
6,158,96,31,328,3013,13261,20885,2000000,3590010
8,167,116,840,116,675,13261,70084,39752620,3300230
7,118,116,453,2000,50313,13261,54657,2000000,3335839
5,39,97,5,349,2739,13261,3911,2000000,2557668
5,108,101,840,685,11327,134,8662,2000000,2506446
6,65,98,85,186,901,13261,4288,2000000,7369373
8,8,22,840,344,1359,558,4181,39752620,48468407
8,85,150,840,401,1645,13261,30618,18000000,4414535
7,160,101,263,37,226,13261,27346,2000000,1984378
8,231,90,56,656,56,13261,46107,1500000,2283276
3,7,120,840,40,359,32,397,2000000,1098224
8,79,102,117,17,446,13261,7314,2000000,1430185
7,168,102,22,80,11184,13261,16645,2000000,1477002
7,1,60,840,143,11618,43,415,39752620,48468407
8,107,100,90,65,408,13261,5475,2000000,1134049
7,200,104,129,887,3427,13261,8204,39752620,977600
7,123,89,13,218,1136,592,5615,2000000,653621
7,39,99,34,120,1156,495,4359,39752620,110000
6,41,96,11,490,3011,166,4049,39752620,444354
5,46,86,10,126,768,974,3467,3400000,535249
7,30,98,840,164,1917,739,11031,17000000,48468407
7,46,96,840,902,51441,857,7479,6000000,371081
5,221,94,53,268,1511,17000,34556,39752620,347578
7,51,91,4,656,36,13261,5613,2000000,124494
3,1,107,4,72,613,10,275,39752620,48468407
7,58,90,31,137,865,13261,16828,39752620,120620
6,45,85,840,966,36885,407,2522,3800000,100669
7,44,96,222,20,5535,224,2081,39752620,48468407
5,74,129,776,256,26176,13261,1758,13500000,186354
8,20,60,840,543,4280,3000,39559,39752620,48468407
5,6,93,32,24,653,39,922,39752620,55202
5,5,100,84,267,1307,61,508,39752620,48468407
5,10,97,19,395,2522,715,1278,39752620,549632
6,81,94,98,89,10869,13261,6223,39752620,137945
6,66,95,8,399,2749,195,1268,1500000,17580
6,46,97,97,163,1362,810,10182,2000000,48468407
7,34,92,11,1000,39518,13261,19336,14000,12667
7,78,96,38,85,774,474,10282,2000000,198407
5,52,85,54,455,3065,215,11211,25000000,13973532
6,29,87,840,94,776,13261,13279,39752620,48468407
7,161,91,43,418,14561,13261,57811,39752620,5824
5,18,99,308,395,2341,604,2895,39752620,2843
5,107,88,6,161,1593,13261,17296,39752620,48468407
8,30,119,5,12,86,1000,9689,2000000,4958
6,24,99,840,268,1650,205,2588,2000000,48468407
6,116,92,6,103,762,13261,40380,100000,48468407
6,98,86,5,47,322,13261,6585,39752620,48468407
6,25,83,840,107,1149,13261,9280,2000000,48468407
7,140,81,840,8,712,13261,7,2000000,48468407
7,40,82,11000,167,11700,13261,27646,2000000,48468407
4,20,102,840,46,892,115,289,39752620,13220
5,8,90,5,372,2395,44,355,2000000,48468407
7,19,30,840,424,1884,1000,7646,39752620,48468407
8,90,92,840,18,1055,13261,19236,2300000,7927
5,21,88,840,332,2620,153,2701,2000000,48468407
6,12,97,10,171,15740,912,5182,14000000,48468407
6,33,96,68,722,3683,13261,5732,2000000,48468407
7,9,87,8,424,35796,13261,4204,2000000,48468407
6,94,106,5,356,1611,655,344,2000000,2436
6,41,107,17,322,2020,825,4478,39752620,4556
6,38,80,2,51,16110,200,952,39752620,48468407
6,12,91,10,293,2654,13261,3605,2000000,48468407
7,25,99,44,137,1807,805,6804,2000000,48468407
5,27,102,909,119,1674,69,2242,2000000,48468407
4,2,108,531,894,15707,651,583,2000000,48468407
3,23,88,6,233,1425,13261,2348,1250000,48468407
5,32,89,20000,618,4968,13261,1040,2000000,48468407
3,18,92,3,412,13583,728,838,2000000,48468407
7,45,99,28,223,19649,13261,11763,1900000,4600000
6,60,103,35,482,2389,298,4894,1900000,1420578
5,23,90,58,164,1204,620,2032,1950000,48468407
7,363,95,89,263,17471,24000,118684,3000000,1028658
7,249,97,840,594,3275,17000,65877,39752620,466702
8,68,108,63,5,176,13261,6678,1500000,48468407
6,14,95,840,164,1082,104,1010,1400000,18435
6,359,100,108,534,20051,39000,108248,30000000,35266619
6,15,160,168,71,1182,1000,5018,39752620,95236
8,256,101,840,574,42918,10000,149293,1800000,26505000
8,194,90,120,656,68,13261,40481,1000000,2957978
6,140,86,840,3,90,213,333,39752620,48468407
7,10,89,47,585,4249,1000,744,1900000,444044
6,311,87,13,308,1958,13261,41509,1800000,40990055
7,205,98,456,231,2032,10000,29019,39752620,1445366
8,94,125,603,114,10570,5000,78454,1800000,48468407
9,192,95,840,277,1991,18000,342585,1800000,48468407
7,85,118,12,67,546,544,11088,1800000,5709616
7,663,93,188,168,2658,31000,70336,1800000,12784397
6,62,96,88,196,1432,511,22764,1800000,48468407
7,39,109,9,280,2187,13261,2794,1800000,3050934
6,68,109,840,186,1439,952,2603,39752620,841206
5,3,155,840,61,349,82,563,150000000,48468407
7,130,90,293,808,32405,13261,13223,1500000,638476
6,13,93,840,482,14620,266,1435,1800000,48468407
8,44,108,28,656,9762,353,1747,1800000,505295
7,26,114,57,426,18263,13261,25472,1800000,48468407
7,27,87,174,114,2831,169,1756,39752620,48468407
5,53,113,15,491,2439,368,6267,1800000,48468407
9,140,87,9,165,1270,8,13,39752620,48468407
3,10,90,4,91,984,566,761,1800000,48468407
5,4,111,21,685,4306,569,686,1800000,48468407
8,181,81,670,34,623,13261,161471,3500000,7267324
7,114,93,75,446,2489,13261,26773,500000,145540
5,11,90,15,120,1724,326,840,2000000,48468407
6,1,112,840,11,139,73,28,1750000,48468407
7,75,106,36,345,2198,13261,5526,39752620,12589108
6,80,88,88,67,941,794,23268,1700000,48468407
8,179,138,143,783,3970,951,32415,1700000,35918429
6,225,105,68,374,2423,17000,56402,2000000,92401
6,77,98,3,327,2095,374,8697,1700000,1943649
7,124,86,84,34,763,869,16349,1700000,992238
8,195,104,25,73,822,16000,30479,1000000,4231500
7,76,100,87,420,2721,305,2725,1000000,396035
8,51,126,964,275,1363,13261,17799,1644736,48468407
8,101,118,160,426,2247,13261,33987,1650000,48468407
7,55,103,673,89,955,721,11920,1600000,48468407
6,15,102,11,575,3894,13261,2561,39752620,2507106
4,16,84,11,249,2196,43,536,2000000,6026908
4,5,107,8,394,3137,588,548,39752620,2592808
7,109,95,840,656,231,13261,9750,1300000,1060591
5,40,92,840,2,380,844,2621,39752620,48468407
7,51,90,21,27,137,13261,4702,1500000,155972
8,149,113,840,324,12157,6000,74651,1600000,48468407
5,4,107,840,45,622,9,257,70000000,129319
7,35,123,840,21,1694,278,4391,1600000,26893
5,22,111,1000,127,2564,63,1618,1650000,2580
4,68,99,4,114,992,2000,3313,39752620,48468407
7,287,110,840,1000,10438,7000,194426,26000000,58885635
7,173,108,191,336,1981,13261,37714,2000000,19067631
7,61,92,15,49,1168,13261,57578,1100000,11806119
8,96,120,964,248,1573,13261,77392,1500000,48468407
7,71,91,184,82,3310,13261,59041,1500000,7417210
7,110,88,387,18,479,13261,60295,1500000,7362100
7,110,97,840,117,1173,682,14018,1000000,7022940
6,101,95,611,3,18,784,2410,39752620,190666
9,2,90,134,354,261818,13261,246,17000000,48468407
8,97,95,13000,82,896,13261,32927,1696377,48468407
7,53,103,460,900,2990,619,14112,2000000,5132222
8,106,110,787,642,4762,13261,36657,1500000,2365931
7,445,103,840,588,3030,60000,202800,1500000,53991137
7,131,92,92,166,1652,13261,25332,1500000,48468407
8,94,114,44,7,856,13261,38215,1500000,1221261
8,105,101,4,656,9762,13261,4547,39752620,2408553
7,75,112,58,42,859,608,9408,1500000,712294
6,97,104,38,690,2667,13261,29517,1500000,3447339
7,37,99,675,164,1582,853,17322,1500000,418953
7,84,98,21,76,33441,13261,30314,1500000,406035
7,88,107,234,442,2747,415,10896,39752620,402820
6,6,93,6,56,792,307,95,1500000,48468407
7,127,100,122,83,469,13261,43839,1500000,373967
6,32,80,522,423,2179,13261,2963,1500000,194568
7,8,94,13,616,3288,13261,919,39752620,48468407
6,229,93,134,488,3668,13261,23349,1500000,48468407
9,120,87,840,8,352,13261,143086,1500000,163245
7,31,91,18,597,3901,304,2419,1500000,119841
6,100,84,840,158,1238,13261,21379,1500000,173066
4,14,90,7,424,3138,68,444,1500000,92362
6,14,98,102,360,2628,212,1351,1500000,105943
6,39,108,60,121,1240,216,1134,1500000,48468407
6,35,124,407,7,60,594,463,1700000,183490
7,178,95,49,57,721,13261,22212,1500000,3478
7,46,90,7,711,89263,371,2792,2000000,52166
8,140,93,228,134,771,132,7,1500000,48468407
5,234,101,840,721,5158,15000,20376,2500000,1163508
7,166,107,3,28,165,10000,23323,350000,48468407
7,56,20,21,656,9762,13261,4120,1500000,48468407
7,16,87,840,108,596,193,1232,1500000,48468407
6,9,98,11,636,4036,283,291,1500000,48468407
7,18,112,34,71,588,13261,2841,5000000,48468407
3,4,82,65,146,967,236,459,1500000,48468407
8,140,102,5,259,4320,232,108,2000000,48468407
3,6,97,764,492,2882,402,735,1500000,48468407
7,387,130,188,1000,16385,38000,226583,60000000,80033643
3,35,101,37,56,1044,750,1547,1500000,48468407
4,27,93,9,485,2870,135,133,2000000,48468407
8,145,83,840,31,229,13261,133348,2000000,184925485
7,78,106,33,3,358,57,2720,1400000,304124
6,10,113,74,387,2140,209,1978,1455000,48468407
7,60,94,87,37,256,400,3291,1400000,36830
5,9,101,20,256,2419,724,162,2000000,48468407
6,63,99,10,295,2072,969,4948,3150000,48468407
6,92,76,412,3,421,389,2082,39752620,231186
7,4,91,58,69,1159,223,330,1400000,48468407
7,53,105,7,356,2658,13261,22975,1377800,48468407
8,116,120,840,452,28294,21000,414976,960000,3650677
7,140,105,840,467,3164,32,39,1250000,48468407
7,13,120,840,656,416,533,3405,39752620,48468407
8,98,105,346,141,821,5000,65951,1300000,1647780
7,43,95,12000,636,14420,872,11369,1300000,695229
7,15,135,5,5,83,100,775,1592000,638951
7,14,105,7,548,3475,117,449,1300000,609042
6,56,83,5,98,843,932,1231,1500000,1521
6,79,111,17,652,16537,13261,54316,60000000,32940507
8,8,60,840,109,611,963,6381,5000000,48468407
9,16,135,135,656,9762,13261,3144,1400000,48468407
4,18,88,4,13,289,220,1339,1750000,48468407
6,35,87,4,624,6227,3000,4182,1000000,19539
3,5,97,840,40,602,66,1167,1500000,100358
3,16,82,19,134,1499,13261,5579,1300000,48468407
5,24,103,840,511,38121,969,4866,1300000,48468407
8,144,130,13000,333,2888,13261,87424,1288000,48468407
6,242,87,49,59,707,13261,39690,1250000,19100000
8,97,101,840,66,581,13261,24959,1250000,48468407
6,77,96,4,132,1866,13261,7528,1250000,48468407
6,16,80,8,183,2459,13261,910,427000,2833383
4,7,87,11,397,1730,381,458,15000000,48468407
7,74,92,83,48,683,1000,11047,1250000,48468407
8,74,118,673,137,1129,13261,15840,1250000,48468407
7,19,27,840,201,1961,632,3282,39752620,48468407
4,46,123,840,161,4040,447,794,1420000,48468407
7,58,100,840,65,1431,2000,37785,1200000,24741700
8,287,103,840,651,5161,13261,299127,1200000,55153403
