imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
6,155,97,7,939,10517,5000000,2711210
7,81,116,52,102,1209,5000000,1980338
8,204,94,122,360,24994,5000000,1082044
7,19,103,261,145,1201,5000000,1100000
7,163,112,52,688,12897,5000000,2445646
7,248,91,263,192,1582,5000000,2221809
6,39,98,13,600,5185,5000000,296665
7,322,95,57,233,1836,5000000,3219029
6,50,88,840,276,1665,5000000,48468407
4,12,99,840,361,3382,5000000,830210
7,83,91,840,65,648,7000000,1040879
6,37,97,18000,977,13718,5000000,326308
7,16,136,840,14,172,39752620,240425
8,121,118,239,656,6,39752620,228830
7,24,94,840,51,498,2200000,48468407
8,324,89,27,440,2958,39752620,223615
7,27,90,6,940,4987,5000000,124720
6,9,95,5,100,538,3209000,48468407
6,31,90,204,697,3207,2000000,99147
5,35,95,3,383,2984,5000000,48468407
6,371,94,840,99,1010,5000000,65069140
6,133,90,840,15,408,5000000,65087
3,13,103,34,227,1789,5000000,16066
8,9,60,840,904,5203,39752620,48468407
4,56,91,110,14,117,5000000,48468407
7,191,102,57,78,526,5000000,48468407
6,80,92,46,141,1258,2500000,48468407
6,19,87,65,686,3724,5000000,48468407
4,19,80,799,854,10727,39752620,48468407
5,140,90,840,483,3217,39752620,48468407
8,38,44,840,816,4092,39752620,48468407
8,44,105,840,394,1986,5000000,37440
7,3,67,840,388,2509,10000000,48468407
5,6,95,7,541,3514,39752620,48468407
6,140,87,49,601,3059,5000000,48468407
4,64,94,261,179,12676,5000000,48468407
4,8,109,3,126,1681,5000000,48468407
7,64,130,840,826,5191,5000000,48468407
7,2,107,3,723,4991,5000000,48468407
9,140,88,14,668,3021,5000000,48468407
5,35,88,840,1000,46115,5000000,48468407
3,21,97,20,538,2849,39752620,48468407
7,99,113,44,4,92,84450000,617228
7,115,99,766,269,1519,4000000,274385
8,104,148,840,263,3967,890000,24475416
7,195,107,58,537,2363,3000000,48468407
6,303,93,840,581,2990,4800000,47277326
7,122,94,187,427,3690,2800000,1247453
7,359,121,337,41,1520,5000000,1729969
7,130,118,7,339,2545,4700000,1705139
7,64,98,16,621,11703,39752620,238774
5,13,82,840,316,2469,5000000,48468407
6,159,101,365,14,302,4700000,8025872
7,54,106,541,372,2409,4638783,48468407
6,440,90,840,428,34779,4800000,778565
5,7,79,840,20,286,39752620,48468407
3,4,87,20,329,2006,4700000,48468407
7,1,107,840,656,5,39752620,48468407
8,96,105,11,16,18105,39752620,1340891
5,8,89,840,413,2668,5000000,48468407
7,87,100,3,9,143,4600000,513836
6,10,92,4,140,1795,4700000,48468407
6,121,97,4,577,15093,4600000,434417
7,43,100,840,3,122,39752620,728
7,45,96,37,542,3113,4500000,81200000
6,36,104,116,83,1662,4500000,48468407
7,84,117,179,239,1862,4500000,52700832
7,118,90,143,811,5002,4500000,48468407
7,42,115,1000,68,588,4500000,48468407
8,202,108,840,346,26050,15000000,13060843
8,5,43,840,298,1587,39752620,48468407
7,120,109,840,126,3668,4500000,3798532
8,234,102,840,167,2235,4500000,3609278
7,17,100,9,37,496,39752620,48468407
7,35,115,98,4,371,700000000,1687311
8,48,122,840,491,2762,4500000,48468407
5,49,98,10,402,2705,5000000,10429707
8,283,133,219,701,17040,4500000,727883
6,16,105,5,122,793,39752620,1391770
8,54,122,4,3,48,4500000,713413
7,92,106,68,391,2110,2000000,410241
7,159,98,377,844,5041,39752620,278821
8,202,112,840,38,907,4200000000,211667
6,50,120,840,9,53,39752620,706622
7,54,99,840,798,29325,2500000,92191
7,98,110,143,76,398,35000000,49413
7,92,102,3,327,1950,39752620,199652
8,112,109,187,656,131,39752620,181655
6,138,104,840,329,15860,4500000,108229
5,9,134,840,62,496,39752620,48468407
9,149,133,869,425,2176,4400000,112000000
6,5,85,358,212,20397,4400000,48468407
7,39,87,840,753,2951,4400000,48468407
9,39,130,6,12,151,4400000,48468407
8,2,199,840,505,2667,39752620,48468407
6,29,103,249,261,3089,4500000,8691
6,111,112,63,422,4810,3000000,26345
7,149,89,143,100,1291,39752620,6940281
7,90,124,79,93,857,39752620,188870
8,149,101,51,8,497,6000000,20772796
7,12,133,12,106,1045,150000000,199228
6,64,112,840,7,61,4500000,48468407
6,256,111,456,394,21404,150000000,34964818
5,57,98,197,578,2553,4200000,48468407
8,8,60,840,551,3026,39752620,48468407
7,50,93,23,130,938,39752620,2542264
7,232,104,335,16,206,4200000,1487477
7,63,112,277,327,2412,2300000,62549000
6,75,94,84,95,582,4000000,105500000
5,274,90,840,231,1951,4000000,101055
8,284,96,840,56,403,114000,48468407
8,265,101,840,11,32015,4000000,44566004
8,154,93,11000,629,12691,4000000,39200000
7,44,152,309,132,825,4000000,36000000
6,314,150,840,748,26489,140000000,65007045
7,153,112,395,80,13707,4000000,31252964
6,256,95,9,428,1885,8500000,131175
8,123,111,81,687,14823,3600000,31968347
4,46,86,2,555,2634,4500000,48468407
7,203,108,228,358,2020,4000000,48468407
7,34,105,840,116,1218,4000000,48468407
5,149,91,357,326,4807,4000000,35385560
7,20,105,82,69,986,4000000,48468407
8,9,60,840,904,5203,39752620,48468407
7,323,106,450,712,18645,3500000,20803237
7,172,93,840,133,837,4000000,13008928
8,111,172,120,145,1785,4000000,48468407
5,74,109,840,428,2649,39752620,10941801
4,161,93,8,400,46868,5000000,15152879
8,548,165,840,127,673,4000000,25359200
7,177,96,11000,405,20132,4000000,10515579
6,230,119,13000,567,2776,100000000,180011740
5,27,93,69,69,955,4000000,10097096
4,22,82,69,585,3354,6000000,9821335
7,157,101,47,407,3086,3200000,8243880
7,70,120,1000,268,1652,4000000,48468407
6,125,81,5,710,50831,4000000,7825820
5,10,82,7,27,1002,39752620,7557877
5,160,107,840,255,2537,25000000,14637490
8,300,105,171,143,954,3400000,7159147
5,69,86,89,511,4073,4000000,17314483
7,143,110,675,968,19928,4000000,6525762
6,50,127,13000,148,753,4000000,48468407
6,46,90,840,242,1566,39752620,4613815
7,51,110,99,960,7921,4000000,4301331
7,163,104,30,296,2251,4000000,4046737
3,52,96,2,656,972,8000000,3713002
7,40,110,840,237,1966,4000000,3468572
8,50,84,378,611,3559,4000000,2892582
6,45,94,24,545,2662,4000000,2800000
7,121,93,131,90,776,4000000,2426851
7,114,96,101,71,1208,4000000,1325073
6,270,88,840,939,4777,4000000,48468407
7,116,101,21,161,1215,4000000,864959
9,115,102,330,656,48,4000000,2601847
5,15,87,101,324,1700,4000000,800000
7,122,83,19,322,2353,39752620,1429260
6,35,103,5,842,3408,4500000,48468407
7,41,99,60,444,3130,4000000,562059
5,31,106,81,687,4343,4000000,399793
7,332,115,227,226,1298,39752620,48468407
7,232,117,234,221,13607,4000000,371897
7,43,99,13,159,975,3000000,302204
6,68,102,212,195,11083,1300000,354704
6,51,85,840,209,2282,1500000,265107
6,33,86,8,428,2805,4000000,185577
8,26,120,45,69,824,4000000,100412
7,109,106,840,67,916,9500000,58214
6,34,103,272,70,1403,14000000,75078
6,31,93,12,15,643,2500000,64359
6,141,112,105,748,25269,16000000,317125
5,19,100,137,476,5796,4000000,48468407
8,64,113,58,9,387,4000000,146402
7,215,98,53,65,1038,650000,18469
6,5,23,840,218,915,39752620,48468407
6,12,92,19,599,20135,4000000,12836
6,70,106,19,9,629,4000000,20262
6,46,119,8,2000,10984,4000000,48468407
6,135,99,7,641,2631,4000000,48468407
6,38,90,165,150,1298,39752620,48468407
8,8,120,840,22,183,4000000,48468407
8,34,168,840,69,1541,4000000,48468407
5,36,93,55,5,242,4000000,4063
8,35,96,177,4,457,3950000,48468407
7,6,103,840,183,1585,4000000,48468407
5,39,93,21,359,2651,4000000,48468407
7,182,84,18,35,644,39752620,48468407
4,14,81,548,104,609,4000000,48468407
6,3,84,4,271,1932,4000000,48468407
5,3,94,103,111,1150,4000000,48468407
6,1,141,335,635,13391,100000000,48468407
8,62,120,160,94,1238,2000000,48468407
8,161,121,840,682,5987,3800000,48468407
8,157,226,149,248,1862,3977000,198655278
6,31,104,10,196,1281,4000000,143653
7,53,152,541,288,2888,3800000,14873
7,1,92,2,601,3229,39752620,48468407
7,21,107,24,83,731,3768785,8000000
7,246,97,69,106,1269,39752620,304137
8,42,115,6,24,222,8000000,48468407
7,78,95,89,388,2658,3500000,37606
7,41,102,136,48,282,3700000,2956000
7,61,99,29,64,298,3800000,19959
7,112,109,13,480,5977,2000000,2706659
7,349,113,174,767,17151,30000000,61094903
8,55,25,840,395,2195,39752620,48468407
8,88,113,154,77,465,3600000,48468407
7,122,91,11,121,2323,3500000,45857453
8,134,88,104,318,2726,3500000,83400000
4,11,88,2,6,2886,5000000,48468407
7,20,97,473,624,3455,3500000,27900000
8,28,97,117,556,3036,3500000,27900000
8,22,42,840,496,4337,39752620,48468407
6,95,85,10,178,3617,3500000,14000000
7,31,121,541,242,1970,3716946,48468407
8,79,134,174,188,970,3500000,48468407
8,25,149,160,75,646,3500000,48468407
7,22,121,22,367,2402,3500000,48468407
8,110,116,13000,118,771,2000000,48468407
7,425,92,22,159,1122,3500000,25138292
4,19,93,840,78,987,3500000,10305534
6,43,96,840,111,995,3500000,9449219
8,127,105,386,248,4238,3500000,6390032
8,262,129,195,50,1044,2000000,20167424
7,184,87,840,83,1592,3500000,48468407
5,33,94,47,108,836,39752620,48468407
8,252,37,840,199,1347,3600000,5923044
5,31,81,840,542,2238,3000000,3293258
3,139,97,48,689,3075,1000000,48468407
7,39,106,22,10,222,3500000,886410
7,337,103,12,4,44,19900000,252652
7,30,101,840,681,3574,3500000,220234
6,265,102,82,536,2486,68000000,34350553
6,50,98,9,405,20009,3500000,101228
5,50,91,23,660,6380,3500000,96793
5,9,105,28,131,1043,3500000,123777
6,15,98,840,31,668,3500000,48468407
6,5,104,6,467,2406,1000000,48468407
7,1,45,840,119,1393,39752620,48468407
5,4,96,840,460,2307,3500000,48468407
8,44,148,41,739,5526,3500000,48468407
7,6,100,117,656,24,3500000,29233
3,17,86,892,50,854,3500000,48468407
5,7,92,14,597,3854,3500000,48468407
5,9,88,19,322,2497,3500000,48468407
3,3,90,840,37,1183,3440000,48468407
7,55,94,840,605,2861,3400000,48468407
8,169,80,10,34,11218,8000000,77413017
7,290,107,78,969,22834,3500000,5354039
6,10,99,840,43,320,39752620,48468407
7,159,92,840,539,3608,3000000,2926565
9,535,107,141,535,26495,3300000,13092000
9,214,135,353,40,1211,3300000,7563397
7,47,99,8,78,1430,2200000,104257
7,17,102,19,80,1011,3400000,48468407
7,85,93,22,303,11860,39752620,17311
8,349,115,346,26,216,3800000,610968
8,109,94,84,378,2076,4000000,48468407
7,60,91,38,377,2747,3300000,8108247
7,101,98,73,129,1105,4300000,48468407
5,1,97,246,491,3717,3300000,48468407
6,16,92,4,405,2020,2000000,7680
8,212,128,39,656,17,39752620,3766595
8,215,136,2000,449,2997,2300000,48468407
8,107,113,673,332,2693,3200000,48468407
7,122,99,6,194,1936,39752620,2277396
8,155,101,13,6,308,3000000,6517198
7,261,105,101,157,2016,3200000,5776314
6,130,95,38,898,170118,3200000,48468407
8,94,109,644,559,3468,3000000,141600000
8,164,110,82,177,1198,3000000,51100000
6,188,108,43,463,1962,3200000,48468407
9,206,118,964,248,1844,3180000,48468407
8,134,94,840,557,3559,3500000,16501785
7,53,115,840,360,1964,3000000,38168022
6,264,98,21,189,1081,3000000,84749884
7,94,91,52,482,1965,3000000,24788807
8,215,120,909,184,1779,4000000,21244913
7,85,109,611,4,900,39752620,377420
5,138,87,28,217,1472,2200000,30000000
7,55,117,133,249,1665,3000000,20966644
6,361,85,65,535,3708,3000000,64423650
7,411,110,301,412,2239,3000000,48056940
5,24,113,9,12,159,3000000,19184015
8,70,108,174,110,649,3000000,48468407
6,78,95,57,158,1186,3000000,48468407
5,35,98,188,693,4277,3000000,24629916
6,39,93,8,49,373,16000000,48468407
6,158,86,41,155,1862,3000000,19472057
8,122,161,767,87,1035,3000000,27200000
5,16,100,32,175,1441,3000000,15369573
7,67,120,13000,416,2811,4490375,48468407
8,183,125,840,180,1328,3000000,48468407
4,112,91,18,307,2899,2500000,15935068
7,64,128,13000,14,70,6000000,48468407
7,114,100,1000,220,2165,3000000,11694528
7,246,84,85,748,14696,39752620,229094
7,7,97,78,77,1163,3000000,48468407
6,49,84,23,706,4815,3000000,10017041
8,42,146,174,125,1444,3000000,48468407
8,73,186,176,760,3847,3000000,48468407
5,16,94,9,200,1936,39752620,9016377
8,38,11,840,656,11,39752620,48468407
8,91,126,393,281,2269,3000000,48468407
3,37,99,18,233,2321,3000000,7059537
8,405,109,840,48,328,3000000,8114507
3,29,95,4,152,1389,3000000,7888703
7,81,97,152,135,1395,3000000,7282851
7,17,94,78,469,3049,39752620,6879730
7,75,90,15,453,2510,3000000,5844929
7,140,197,840,110,1400,15000000,48468407
8,91,117,375,31,1394,39752620,3222857
7,82,96,70,163,1616,1900000,4170647
4,48,82,840,51,858,3000000,4142507
6,33,109,300,200,1292,3000000,4109095
7,133,90,132,547,3692,39752620,4033268
8,104,89,21,124,1011,3000000,48468407
5,22,98,16,222,1806,3000000,3902679
5,30,95,45,267,1363,3000000,3559990
8,112,94,840,180,1618,3000000,48468407
7,79,104,11,194,12250,4500000,3287435
5,49,87,18,844,9555,3500000,3071947
7,42,108,232,353,11459,3300000,2961991
7,345,86,387,270,2260,39752620,4063238
7,152,94,151,29,278,3000000,2912363
8,148,134,377,812,36859,3000000,3000000
7,23,89,269,24,539,3000000,2223990
5,254,102,840,387,43810,3000000,1821983
8,305,120,840,38,852,3000000,2181290
6,19,110,13,221,1567,3500000,2848578
6,272,86,59,104,1249,3000000,703002
5,5,101,840,165,1335,3000000,3105269
7,65,102,9,221,1663,3000000,48468407
7,5,87,84,331,2715,3000000,252726
7,248,123,121,168,13636,39752620,373060
6,152,99,89,322,2452,39752620,1007535
5,10,173,840,476,3149,39752620,48468407
5,156,87,21,416,8353,3000000,418268
8,7,44,840,246,1551,39752620,48468407
5,1,120,40,249,2330,39752620,48468407
5,82,93,78,197,1467,3000000,200803
6,175,111,81,81,3784,25000000,33631221
8,4,60,840,23,158,39752620,48468407
7,40,98,7,17,362,2700000,95016
6,8,100,27,847,4374,3000000,73678
4,63,88,26,236,1495,5000000,143000
7,20,97,700,56,1030,3000000,39852
6,174,122,87,605,4920,3000000,22000
6,90,86,840,77,975,39752620,128937
5,58,83,8,617,4756,3000000,48468407
3,14,80,840,19,313,3000000,48468407
7,451,108,13000,11000,79957,200000000,334185206
6,140,90,66,452,3882,3000000,48468407
6,21,96,15,357,1929,3000000,5005
6,9,85,74,47,844,3000000,48468407
6,98,83,136,975,7191,39752620,48468407
3,29,80,19,73,845,3000000,48468407
6,23,90,2000,454,3666,3000000,48468407
7,87,92,128,480,2715,3000000,48468407
5,2,100,3,382,2890,3000000,48468407
5,17,88,8,471,4469,800000,48468407
5,7,95,39,375,3024,3000000,48468407
4,6,82,9,648,4092,3000000,48468407
6,9,97,96,37,277,3000000,48468407
7,343,105,840,502,4671,95000000,201148159
6,11,94,840,356,1989,3000000,48468407
6,34,95,7,463,3648,39752620,48468407
8,71,113,179,11,167,2900000,5595428
7,21,136,964,248,2167,2900000,48468407
5,28,80,81,214,1517,3000000,48468407
7,35,105,39,183,1231,1500000,3123749
4,30,90,35,21,423,3000000,48468407
6,73,93,4,394,2305,3000000,100675
8,154,107,503,108,673,2800000,48468407
7,251,89,192,142,923,2200000,3645438
6,57,90,18,39,362,39752620,48468407
4,14,89,6,29,964,3000000,48468407
7,159,116,153,165,727,8000000,22201636
8,181,120,840,102,527,2883848,25000000
5,110,88,152,181,1855,2800000,19170001
8,213,102,149,357,2509,2800000,22202612
8,129,106,840,481,2703,2800000,86300000
6,280,95,840,192,1797,2000000,952620
8,15,144,124,327,1761,120000000,48468407
7,61,113,9,42,787,2700000,9054736
7,33,118,19,48,681,2700000,48468407
7,1,141,2,32,434,3000000,48468407
6,2,90,840,13,197,39752620,48468407
7,27,109,673,359,1949,2686585,48468407
7,19,95,53,2,25,2650000,48468407
7,9,122,149,315,2555,2627000,48468407
8,121,93,840,628,4701,2600000,119500000
6,166,97,17,74,467,1800000,32600000
7,269,82,84,46,205,39752620,3826455
8,29,140,133,239,1269,2600000,3130592
6,20,86,3,327,2753,2800000,475000
5,107,109,7,1000,52621,34000000,10654581
8,74,105,147,28,179,39752620,2276368
7,173,66,76,36,239,2600000,38108
7,5,99,840,4,19,15000000,48468407
5,66,100,6,209,1082,2600000,48468407
8,169,103,134,390,2510,2540800,48468407
8,13,97,65,656,67,2500000,48468407
5,129,86,89,555,3421,2500000,40041683
5,30,87,67,67,1111,2500000,33349949
5,220,119,840,593,3226,15000000,33386128
7,75,149,15000,982,28713,26000000,25809813
5,162,98,24,67,684,2500000,14400000
6,74,98,11,450,2373,2500000,48468407
8,65,112,58,124,1141,2500000,48468407
7,26,75,15,36,1385,2500000,32230907
7,63,104,835,535,19923,2500000,6401336
8,205,102,840,294,1655,2500000,26781723
8,121,105,840,4,36,2500000,5400000
7,9,99,840,6,79,3200000,48468407
7,74,107,7,442,2125,2500000,1282084
8,54,96,13,209,1396,39752620,1186323
7,80,101,34,40,150,39752620,1094998
7,252,89,14,215,1980,2500000,3325638
8,72,106,148,471,2972,2000000,395592
7,220,95,53,478,10040,2500000,6851969
7,1,34,19,362,1967,34000,333658
8,197,101,119,656,338,2500000,12995673
8,14,112,9,125,1252,2500000,173783
7,3,100,10,107,1064,2500000,118666
7,191,92,43,936,4730,20000000,114324072
6,18,100,840,249,1491,2500000,71904
7,28,80,840,5,210,2500000,99851
6,22,106,8,315,1739,14000000,115504
6,62,103,24,10,163,8400000,5725
6,47,90,8,35,862,2500000,75727
7,238,96,571,370,4590,2500000,322157
6,2,89,20,555,2579,2500000,48468407
5,95,87,2,577,3157,2500000,48468407
6,10,94,840,442,2406,3500000,48468407
7,28,120,840,702,5963,2400000,5731103
5,25,101,9,201,2306,2400000,978908
7,121,84,406,233,1490,39752620,438653
5,10,110,840,109,881,2500000,48468407
8,172,101,222,698,3282,1500000,327919
3,20,101,15,663,3132,2500000,48468407
7,8,101,24,226,1627,2361000,48468407
4,8,105,29,76,1668,2450000,178739
7,15,97,23,326,2580,39752620,565592
7,14,108,24,244,2329,2295429,48468407
6,12,95,535,608,3586,39752620,27012
6,48,108,14,826,4385,39752620,48468407
7,17,90,115,385,12359,2300000,48468407
8,99,120,11,656,16,2280000,76400000
8,138,104,607,109,1196,1800000,48468407
7,140,90,37,656,210,2500000,48468407
6,235,91,49,20,174,4000000,36200000
5,160,92,13,17,170,2200000,21300000
6,18,117,84,275,2161,2200000,379643
6,11,120,16,835,6752,2300000,12985267
4,11,90,840,306,1651,2200000,48468407
8,7,119,10,275,1490,2160000,48468407
5,5,90,840,708,3799,39752620,48468407
6,10,90,11,18,244,1200000,48468407
5,5,97,5,782,6085,2400000,48468407
6,95,90,10,42,558,2500000,48468407
8,97,172,355,188,1941,2100000,23650000
7,76,115,184,551,3293,39752620,510092
8,67,89,16,14,155,15500000,313436
7,4,125,7,17,214,2100000,3330
8,252,78,57,7,145,1500000,48468407
6,140,89,15,650,3873,2100000,48468407
7,1,100,840,338,1814,2100000,48468407
5,33,77,840,260,2044,39752620,48468407
6,19,81,7,106,1020,2100000,48468407
8,167,115,92,177,1456,2000000,24800000
5,49,96,6,14,99,2300000,792966
7,1,60,840,213,1736,39752620,48468407
7,66,89,11000,45,11192,2000000,48468407
7,533,100,421,159,1062,2000000,14673301
7,50,88,11000,258,12034,2000000,48468407
8,127,129,89,161,3833,2000000,48468407
8,177,87,750,41,1396,2000000,9003011
8,77,102,32,75,768,2000000,11546543
8,103,152,840,177,1404,2000000,48468407
8,123,118,108,103,563,2000000,11533945
5,218,86,9,32,218,2000000,12555230
9,215,137,207,155,927,2000000,11284657
7,34,129,589,341,2300,2000000,34522221
8,100,134,31,366,2290,2000000,48468407
7,12,119,6,380,2555,1614000,48468407
8,167,80,162,656,29,9500000,7002255
7,56,89,149,580,3163,2000000,6719300
8,180,101,30,92,14412,39752620,6003587
8,211,80,840,3,65,2700000,5792822
8,157,115,840,35,318,2000000,5383834
7,126,100,308,374,2186,1500000,4599680
7,61,118,603,167,1846,2000000,48468407
7,365,100,81,179,34446,2000000,6531491
8,121,106,162,3,29,39752620,4581222
7,10,106,85,300,1833,2000000,48468407
7,151,91,244,244,1349,2000000,3885134
8,171,105,117,18,13145,39752620,4311834
6,158,96,31,328,3013,2000000,3590010
8,167,116,840,116,675,39752620,3300230
7,118,116,453,2000,50313,2000000,3335839
5,39,97,5,349,2739,2000000,2557668
5,108,101,840,685,11327,2000000,2506446
6,65,98,85,186,901,2000000,7369373
8,8,22,840,344,1359,39752620,48468407
8,85,150,840,401,1645,18000000,4414535
7,160,101,263,37,226,2000000,1984378
8,231,90,56,656,56,1500000,2283276
3,7,120,840,40,359,2000000,1098224
8,79,102,117,17,446,2000000,1430185
7,168,102,22,80,11184,2000000,1477002
7,1,60,840,143,11618,39752620,48468407
8,107,100,90,65,408,2000000,1134049
7,200,104,129,887,3427,39752620,977600
7,123,89,13,218,1136,2000000,653621
7,39,99,34,120,1156,39752620,110000
6,41,96,11,490,3011,39752620,444354
5,46,86,10,126,768,3400000,535249
7,30,98,840,164,1917,17000000,48468407
7,46,96,840,902,51441,6000000,371081
5,221,94,53,268,1511,39752620,347578
7,51,91,4,656,36,2000000,124494
3,1,107,4,72,613,39752620,48468407
7,58,90,31,137,865,39752620,120620
6,45,85,840,966,36885,3800000,100669
7,44,96,222,20,5535,39752620,48468407
5,74,129,776,256,26176,13500000,186354
8,20,60,840,543,4280,39752620,48468407
5,6,93,32,24,653,39752620,55202
5,5,100,84,267,1307,39752620,48468407
5,10,97,19,395,2522,39752620,549632
6,81,94,98,89,10869,39752620,137945
6,66,95,8,399,2749,1500000,17580
6,46,97,97,163,1362,2000000,48468407
7,34,92,11,1000,39518,14000,12667
7,78,96,38,85,774,2000000,198407
5,52,85,54,455,3065,25000000,13973532
6,29,87,840,94,776,39752620,48468407
7,161,91,43,418,14561,39752620,5824
5,18,99,308,395,2341,39752620,2843
5,107,88,6,161,1593,39752620,48468407
8,30,119,5,12,86,2000000,4958
6,24,99,840,268,1650,2000000,48468407
6,116,92,6,103,762,100000,48468407
6,98,86,5,47,322,39752620,48468407
6,25,83,840,107,1149,2000000,48468407
7,140,81,840,8,712,2000000,48468407
7,40,82,11000,167,11700,2000000,48468407
4,20,102,840,46,892,39752620,13220
5,8,90,5,372,2395,2000000,48468407
7,19,30,840,424,1884,39752620,48468407
8,90,92,840,18,1055,2300000,7927
5,21,88,840,332,2620,2000000,48468407
6,12,97,10,171,15740,14000000,48468407
6,33,96,68,722,3683,2000000,48468407
7,9,87,8,424,35796,2000000,48468407
6,94,106,5,356,1611,2000000,2436
6,41,107,17,322,2020,39752620,4556
6,38,80,2,51,16110,39752620,48468407
6,12,91,10,293,2654,2000000,48468407
7,25,99,44,137,1807,2000000,48468407
5,27,102,909,119,1674,2000000,48468407
4,2,108,531,894,15707,2000000,48468407
3,23,88,6,233,1425,1250000,48468407
5,32,89,20000,618,4968,2000000,48468407
3,18,92,3,412,13583,2000000,48468407
7,45,99,28,223,19649,1900000,4600000
6,60,103,35,482,2389,1900000,1420578
5,23,90,58,164,1204,1950000,48468407
7,363,95,89,263,17471,3000000,1028658
7,249,97,840,594,3275,39752620,466702
8,68,108,63,5,176,1500000,48468407
6,14,95,840,164,1082,1400000,18435
6,359,100,108,534,20051,30000000,35266619
6,15,160,168,71,1182,39752620,95236
8,256,101,840,574,42918,1800000,26505000
8,194,90,120,656,68,1000000,2957978
6,140,86,840,3,90,39752620,48468407
7,10,89,47,585,4249,1900000,444044
6,311,87,13,308,1958,1800000,40990055
7,205,98,456,231,2032,39752620,1445366
8,94,125,603,114,10570,1800000,48468407
9,192,95,840,277,1991,1800000,48468407
7,85,118,12,67,546,1800000,5709616
7,663,93,188,168,2658,1800000,12784397
6,62,96,88,196,1432,1800000,48468407
7,39,109,9,280,2187,1800000,3050934
6,68,109,840,186,1439,39752620,841206
5,3,155,840,61,349,150000000,48468407
7,130,90,293,808,32405,1500000,638476
6,13,93,840,482,14620,1800000,48468407
8,44,108,28,656,9762,1800000,505295
7,26,114,57,426,18263,1800000,48468407
7,27,87,174,114,2831,39752620,48468407
5,53,113,15,491,2439,1800000,48468407
9,140,87,9,165,1270,39752620,48468407
3,10,90,4,91,984,1800000,48468407
5,4,111,21,685,4306,1800000,48468407
8,181,81,670,34,623,3500000,7267324
7,114,93,75,446,2489,500000,145540
5,11,90,15,120,1724,2000000,48468407
6,1,112,840,11,139,1750000,48468407
7,75,106,36,345,2198,39752620,12589108
6,80,88,88,67,941,1700000,48468407
8,179,138,143,783,3970,1700000,35918429
6,225,105,68,374,2423,2000000,92401
6,77,98,3,327,2095,1700000,1943649
7,124,86,84,34,763,1700000,992238
8,195,104,25,73,822,1000000,4231500
7,76,100,87,420,2721,1000000,396035
8,51,126,964,275,1363,1644736,48468407
8,101,118,160,426,2247,1650000,48468407
7,55,103,673,89,955,1600000,48468407
6,15,102,11,575,3894,39752620,2507106
4,16,84,11,249,2196,2000000,6026908
4,5,107,8,394,3137,39752620,2592808
7,109,95,840,656,231,1300000,1060591
5,40,92,840,2,380,39752620,48468407
7,51,90,21,27,137,1500000,155972
8,149,113,840,324,12157,1600000,48468407
5,4,107,840,45,622,70000000,129319
7,35,123,840,21,1694,1600000,26893
5,22,111,1000,127,2564,1650000,2580
4,68,99,4,114,992,39752620,48468407
7,287,110,840,1000,10438,26000000,58885635
7,173,108,191,336,1981,2000000,19067631
7,61,92,15,49,1168,1100000,11806119
8,96,120,964,248,1573,1500000,48468407
7,71,91,184,82,3310,1500000,7417210
7,110,88,387,18,479,1500000,7362100
7,110,97,840,117,1173,1000000,7022940
6,101,95,611,3,18,39752620,190666
9,2,90,134,354,261818,17000000,48468407
8,97,95,13000,82,896,1696377,48468407
7,53,103,460,900,2990,2000000,5132222
8,106,110,787,642,4762,1500000,2365931
7,445,103,840,588,3030,1500000,53991137
7,131,92,92,166,1652,1500000,48468407
8,94,114,44,7,856,1500000,1221261
8,105,101,4,656,9762,39752620,2408553
7,75,112,58,42,859,1500000,712294
6,97,104,38,690,2667,1500000,3447339
7,37,99,675,164,1582,1500000,418953
7,84,98,21,76,33441,1500000,406035
7,88,107,234,442,2747,39752620,402820
6,6,93,6,56,792,1500000,48468407
7,127,100,122,83,469,1500000,373967
6,32,80,522,423,2179,1500000,194568
7,8,94,13,616,3288,39752620,48468407
6,229,93,134,488,3668,1500000,48468407
9,120,87,840,8,352,1500000,163245
7,31,91,18,597,3901,1500000,119841
6,100,84,840,158,1238,1500000,173066
4,14,90,7,424,3138,1500000,92362
6,14,98,102,360,2628,1500000,105943
6,39,108,60,121,1240,1500000,48468407
6,35,124,407,7,60,1700000,183490
7,178,95,49,57,721,1500000,3478
7,46,90,7,711,89263,2000000,52166
8,140,93,228,134,771,1500000,48468407
5,234,101,840,721,5158,2500000,1163508
7,166,107,3,28,165,350000,48468407
7,56,20,21,656,9762,1500000,48468407
7,16,87,840,108,596,1500000,48468407
6,9,98,11,636,4036,1500000,48468407
7,18,112,34,71,588,5000000,48468407
3,4,82,65,146,967,1500000,48468407
8,140,102,5,259,4320,2000000,48468407
3,6,97,764,492,2882,1500000,48468407
7,387,130,188,1000,16385,60000000,80033643
3,35,101,37,56,1044,1500000,48468407
4,27,93,9,485,2870,2000000,48468407
8,145,83,840,31,229,2000000,184925485
7,78,106,33,3,358,1400000,304124
6,10,113,74,387,2140,1455000,48468407
7,60,94,87,37,256,1400000,36830
5,9,101,20,256,2419,2000000,48468407
6,63,99,10,295,2072,3150000,48468407
6,92,76,412,3,421,39752620,231186
7,4,91,58,69,1159,1400000,48468407
